date,pair_id,upstream_id,upstream_name,upstream_segnum,downstream_id,downstream_name,downstream_segnum,flow_diff,flow_diff_sign,Unnamed: 0,n,perc_max,sign_max,flow_dir_fin,signficant,tribs,remove,keep,weight,comments,revisit,subtract_tribs,losing_with_tribs,mean_ls,median_ls,mean_m3d,median_m3d
1973-01-23,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,-8726.4,-1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
1973-02-06,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,-259.2,0,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2001-10-04,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,6739.2,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2001-12-04,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,19094.4,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2004-11-08,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,21686.4,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2005-01-17,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,19094.4,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2005-04-06,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,11318.4,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2008-12-17,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,319.68,0,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2009-01-21,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,9685.44,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2009-02-04,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,2652.48,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2009-03-04,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,29021.76,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2009-03-18,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,10972.8,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2009-04-01,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,103.68,0,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2009-06-24,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,20399.04,1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
2020-03-03,44^49,44,Makaretu Stream at Pagetts Road,8171340,49,Makaretu Stream at State Highway 50,8171496,-2064.96,-1,66,15,66.7,1,mostly gaining,,yes,,1.0,7.0,the weight is not 10 as there are tribs btn the two sites,,,,108.1,112.1,9339.8,9685.4
1973-01-23,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-21600.0,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
1973-02-06,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-11923.2,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2008-12-17,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-30360.96,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2009-01-21,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-33791.04,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2009-02-04,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-21833.28,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2009-03-04,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-30888.0,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2009-03-18,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-25678.08,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2009-04-01,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-32313.6,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2009-06-24,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,-39847.68,-1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
2020-03-03,49^37,49,Makaretu Stream at State Highway 50,8171496,37,Makaretu Stream U/S Tukipo,8170495,1244.16,1,67,10,90.0,-1,definitely losing,,yes,1.0,1.0,8.0,interesting mostly losing even with Maharakeke input. These flow difference values are after subtracting maharakeke input. Long distance. In some surveys some of the sites are gaining between this pair. ,1.0,,,-285.9,-324.3,-24701.8,-28019.5
1973-01-25,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-103680.0,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
1973-02-08,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-84240.0,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
1977-02-21,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-99619.2,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
1979-01-10,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-42940.8,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2003-11-17,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-88560.0,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2004-09-07,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-91843.2,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2004-11-09,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-37238.4,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2004-11-30,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-96940.8,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2005-02-21,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-111196.8,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2005-08-24,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-65923.2,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2005-09-22,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-46224.0,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2005-11-22,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-98064.0,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2006-01-18,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-71884.8,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2006-03-15,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-101606.4,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2008-12-17,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-98902.08,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2009-01-21,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-117339.84,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2009-02-04,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-97269.12,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2009-03-04,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-113469.12,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2009-03-18,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-106159.68,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2009-04-01,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-125280.0,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
2009-06-24,195^186,195,Waipawa River at State Highway 50,8165906,186,Waipawa River at End Plantation Road,8167002,-134006.4,-1,200,21,100.0,-1,,,,,1.0,10.0,,,,,-92018.5,-98064.0,-7950398.4,-8472729.6
1973-01-26,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,6652.8,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2004-08-16,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,81302.4,1,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2004-09-06,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,17720.64,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2004-11-08,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,5728.32,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2005-01-17,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-1797.12,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2005-02-18,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-9720.0,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2005-04-06,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,22472.64,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2005-07-28,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,41947.2,1,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2008-12-17,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-38733.12,-1,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2009-01-21,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-3525.12,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2009-02-04,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-15560.64,-1,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2009-03-04,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,7845.12,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2009-03-18,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,2341.44,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2009-04-01,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-11707.2,0,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2009-06-24,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,31648.32,1,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
2020-03-03,155^167,155,Tukituki River at Folgers,8166119,167,Tukituki River at Tukituki Rd - F and G,8168557,-7447.68,-1,43,16,62.5,0,mostly unsure,,yes ,,1.0,1.0,,,,,93.4,46.7,8069.8,4034.9
1973-01-26,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,-12700.8,-1,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
1973-02-08,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,-12960.0,-1,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2008-12-17,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,5356.8,0,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2009-01-21,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,-1494.72,0,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2009-02-04,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,17478.72,1,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2009-03-04,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,34093.44,0,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2009-03-18,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,9849.6,0,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2009-04-01,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,8398.08,0,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2009-06-24,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,-23328.0,-1,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
2020-03-03,167^151,167,Tukituki River at Tukituki Rd - F and G,8168557,151,Tukituki River at Ashcott Bridge S.H. 50,8168848,4674.24,1,48,10,50.0,0,mostly unsure,,,,1.0,1.0,more gaining,,,,34.0,58.0,2937.6,5011.2
1973-02-14,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,21513.6,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2001-10-03,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,37670.4,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2001-12-04,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,24710.4,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2002-05-02,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,32486.4,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2004-11-09,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,35942.4,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2008-12-17,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,28909.44,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-01-21,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,24027.84,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-02-04,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,23198.4,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-03-04,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,23129.28,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-03-18,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,23880.96,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-04-01,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,24736.32,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-06-24,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,36573.12,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2009-07-22,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,181846.08,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
2012-09-20,69^75,69,Mangaonuku Stream D/S Mangamauku,8163814,75,Mangaonuku Stream at Argyll Rd,8166519,75928.32,1,133,14,100.0,1,gaining ,,,,1.0,4.0,I have not removed the inflow from all tribs. Trib 3 and Trib 19 contribute around 250 L/s. The gain should be around 140 to 240 L/s after removing the input from trib3 and trib 19 for 1996/1997,1.0,,,491.5,310.5,42465.6,26827.2
1979-01-09,197^195,197,Waipawa River at Stewarts,8164853,195,Waipawa River at State Highway 50,8165906,-35683.2,-1,16,18,72.2,0,unsure mostly losing,,,,1.0,1.0,many are losing/check sites between this pair,1.0,,,-198.2,-243.5,-17124.5,-21038.4
1980-01-29,197^195,197,Waipawa River at Stewarts,8164853,195,Waipawa River at State Highway 50,8165906,-27993.6,0,16,18,72.2,0,unsure mostly losing,,,,1.0,1.0,many are losing/check sites between this pair,1.0,,,-198.2,-243.5,-17124.5,-21038.4
1980-03-27,197^195,197,Waipawa River at Stewarts,8164853,195,Waipawa River at State Highway 50,8165906,-52704.0,0,16,18,72.2,0,unsure mostly losing,,,,1.0,1.0,many are losing/check sites between this pair,1.0,,,-198.2,-243.5,-17124.5,-21038.4
2003-11-17,197^195,197,Waipawa River at Stewarts,8164853,195,Waipawa River at State Highway 50,8165906,-20995.2,0,16,18,72.2,0,unsure mostly losing,,,,1.0,1.0,many are losing/check sites between this pair,1.0,,,-198.2,-243.5,-17124.5,-21038.4
2004-09-07,197^195,197,Waipawa River at Stewarts,8164853,195,Waipawa River at State Highway 50,8165906,-24796.8,0,16,18,72.2,0,unsure mostly losing,,,,1.0,1.0,many are losing/check sites between this pair,1.0,,,-198.2,-243.5,-17124.5,-21038.4
